ID,HQ_TPCB,CR_TPCB,EPA_CR_TPCB,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB
177-1,0.153,6.12e-6,2.27e-6,16.4,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.065,0,0,0,0,0,0,0.181,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0.497,1.43,0,0.051,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.334,0.212,0,0,0,0,0,0,0,0,0,1.23,0.169,0,0,0,0.581,0,0,0,0,0,3.36,0,0,0.28,0,0.13,0,0,0,0,0,0.098,0,0.931,0.078,0.116,0,0.047,0,0,0.09,0.047,0,0.629,1.13,0.299,0,0,0,0,0.059,0,0.16,1.54,0.307,0.552,0,0,1.06,0,0,0,0,0,0.707,0,0.132,0,0,0,0.562,0,3.34,11.2,0.266,0,3.59,6.06,0,0.839,2.6,2.46,0.409,0.148
184-1,0.342,1.37e-5,5.07e-6,36.6,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.068,0,0,0.219,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0.647,1.87,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0.135,0,0.063,0.074,0,0,0,0.513,0.411,0,0,0,0.076,0,0,0,0,0,3.13,0.366,0,0.058,0,0.703,0,0,0,0.077,0,6.45,0,0,0.441,0.126,0.194,0.097,0,0,0,0,0.259,0,1.89,0.176,0.154,0,0.092,0,0,0.196,0.141,0,4.66,2.5,0.752,0,0,0,0,0.107,0.062,0.322,1.73,0.475,2.18,0.042,0,2.09,0,0.052,0.181,0,0.092,1.31,0.125,0.323,0,0,0,0.847,0,5.13,43.8,0.596,0,11.1,12.3,0,1.76,6.84,3.17,0.636,0.223
184-2,0.285,1.14e-5,4.23e-6,30.5,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0.079,0,0,0.302,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0.699,1.76,0.073,0.055,0.122,0,0,0,0,0,0,0,0,0.073,0,0,0,0.112,0,0,0,0.175,0,0.076,0.094,0,0,0,0.667,0.373,0,0.066,0,0.067,0.073,0,0.037,0,0.054,3.07,0.355,0,0.056,0,0.755,0.042,0,0,0.131,0,4.51,0,0,0.283,0.09,0.243,0.114,0,0,0,0,0.164,0,1.2,0.127,0.175,0,0.084,0,0,0.258,0.199,0,1.83,3.06,0.446,0,0,0,0,0.069,0,0.31,1.34,0.371,1.33,0,0,1.94,0,0.056,0.228,0,0.072,1.29,0,0.336,0,0,0,0.931,0,6.67,20.9,0.705,0,7.76,10.4,0,1.63,5.27,3.76,0.764,0.245
190-1A,0.257,1.03e-5,3.81e-6,27.5,0.349,0,0,0,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0.169,0,0,0,0,0,0.074,0,0,0,1.06,0,0,0.098,0,0,0,0.169,0,0,0.783,0,0.161,1.23,0,0,0,0.143,0.12,0,0,0,0,0,0,0.705,1.91,0.112,0,0.153,0,0,0,0,0,0,0,0,0.072,0,0,0,0.107,0,0,0,0.206,0,0.279,0,0,0,0,1.18,0.269,0,0,0,0.077,0.064,0,0.06,0,0,1.87,0.281,0,0,0,0.545,0.037,0,0,0.166,0,3.43,0,0,0.214,0.077,0.159,0,0,0,0,0,0.09,0,0.83,0.107,0.107,0,0.089,0,0,0.163,0.114,0.034,1.26,1.11,0.359,0,0,0,0,0.051,0,0.143,1.11,0.239,0.867,0,0,1.15,0,0,0.129,0,0,0.94,0,0.234,0,0,0,8.7,0,11.8,14.7,0.349,0.545,4.25,7.26,0,1.17,3.26,4.55,3.7,2.46
190-1B,0.207,8.29e-6,3.08e-6,22.2,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0.044,0,0,0.219,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0.584,1.56,0.056,0,0.053,0,0,0.042,0,0,0.034,0,0,0.039,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.634,0.356,0,0.031,0,0,0,0,0,0,0.047,2.39,0.076,0,0,0,0.606,0,0,0,0,0,4.28,0,0,0.232,0.071,0.152,0.05,0,0,0,0,0.139,0,0.854,0.097,0.121,0,0.028,0,0,0.116,0.092,0,2.33,1.14,0.448,0,0,0,0,0.054,0.03,0.174,0.748,0.168,1.07,0,0,1.12,0,0,0.123,0,0,0.815,0.116,0.336,0,0,0,0.452,0,6.34,21.8,0.463,0,5.43,8.43,0,1.27,3.06,2.94,0.518,0.119
197-1,0.0792,3.17e-6,1.18e-6,8.49,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0.067,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0.121,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0.079,0,0,0,0.407,0.108,0,0,0,0,0,0,0,0,0,0.786,0.166,0,0,0,0.24,0,0,0,0,0,1.28,0,0,0.053,0,0.055,0,0,0,0,0,0.042,0,0.192,0.049,0,0,0,0,0,0.085,0.055,0,0.528,0.415,0.164,0,0,0,0,0,0,0.046,0.167,0,0.481,0,0,0.447,0,0.067,0.126,0,0,0.651,0.139,0.287,0,0,0,0,0,4.07,5.3,0.723,0,1.53,2.73,0,1.08,1.12,1.05,0.257,0
205-1,0.166,6.65e-6,2.47e-6,17.8,0.503,0,0,0,0,0,0,0,0,0,0,0.25600000000000006,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.219,0,0,0,0,0.113,0,0,0,0,0,0,0.822,1.52,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.481,0,0.073,0,0,0,0,0,0,0.046,2.44,0.146,0,0,0,0.449,0,0,0,0,0,1.98,0,0,0.3,0.09,0.207,0.073,0,0,0,0,0.092,0,1.04,0.101,0.104,0,0.051,0,0,0.219,0.135,0,0.544,1.64,0.225,0,0,0,0,0,0,0.191,0.502,0.399,0.443,0,0,0.829,0,0.041,0.116,0,0.045,0.625,0,0.199,0,0,0,0.661,0,5.6,10.9,0.503,0,4.2,6.3,0,0.824,2.33,3.03,0.429,0.174
206-1,0.00446,1.78e-7,6.63e-8,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,0.087,0.257,0,0,0,0.134,0,0
209-1,0.0522,2.09e-6,7.75e-7,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.043,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0.11,0.218,0,0.059,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.041,0.084,0,0,0,0.116,0.055,0,0,0,0,0,0,0,0,0,0.507,0.209,0,0,0,0.159,0,0,0,0,0,0.717,0,0,0.048,0,0.047,0,0,0,0,0,0,0,0.346,0.033,0.057,0,0.034,0,0,0.06,0.031,0,0.355,0.345,0.079,0,0,0,0,0,0,0.064,0.986,0.287,0.386,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,1.35,1.74,0,0,2.11,0.179,0.206,0
209-2,0.0494,1.98e-6,7.33e-7,5.29,0.242,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0.039,0,0,0,0,0,0,0.059,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0.128,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.13,0.069,0,0,0,0,0,0,0,0,0,0.343,0.047,0,0,0,0.092,0,0,0,0,0,0.734,0,0,0.045,0,0.027,0,0,0,0,0,0.032,0,0.275,0,0,0,0,0,0,0,0,0,0.667,0.302,0.136,0,0,0,0,0,0,0,0.377,0.088,0.456,0,0,0.231,0,0,0,0,0,0.383,0,0.055,0,0,0,0,0,1.3,6.47,0.242,0,1.38,1.39,0,0.438,1.06,0.609,0.166,0
210-1,0.0025,1e-7,3.71e-8,0.268,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0.133,0,0,0,0.044,0,0
213-2,0.401,1.61e-5,5.96e-6,43,0.253,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0.272,0,0,0.069,0,0,0,0,0.042,0,0,0,0,0,0,0.524,1.53,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0.28,0.485,0,0,0,0,0,0,0,0,0,3.28,0.182,0,0,0,1.1,0,0,0,0,0,8.83,0,0.073,0.33,0.113,0.149,0.123,0,0.075,0,0,0.24,0,3.1,0.491,0.206,0,0,0.096,0,0.259,0.159,0,7.9,3.6,1.85,0,0,0,0,0.112,0.12,0.541,1.88,0.604,2.02,0,0,1.35,0,0.125,0.121,0,0,0.413,0.077,0.087,0,0,0,0.232,0,2.8,77.1,0.253,0,18.3,14.9,0,0.5,6.1,2.44,0.428,0.061
216-1,0.00369,1.47e-7,5.47e-8,0.395,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0.151,0.244,0,0,0,0,0,0
219-01,1.03,4.11e-5,1.52e-5,110,0.568,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.092,0,0,0,0,0,0,0,0,0.104,0,0,0,0.3,0,0,0.16,0,0,0,0.244,0,0,0.696,0,0.073,0.908,0,0,0.147,0,0.067,0,0,0,0,0,0,1.05,3.48,0.173,0.282,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0,0.266,0.357,0,0,0,1.37,0.724,0,0.142,0,0,0,0,0.248,0.053,0.134,7.77,2.38,0,0.283,0,2.48,0,0,0,0.564,0,18.2,0,0,0.862,0.198,0.64,0.32,0,0.149,0,0,0.488,0,6.82,0.701,0.581,0,0.579,0.075,0.05,0.795,0.412,0.11,18.3,8.11,4.05,0,0.073,0,0,0.248,0.182,0.811,5.14,1.78,6.74,0.193,0.082,4.22,0,0.148,0.27,0,0.225,1.5,0.287,0.389,0,0,0,4.76,0,13.7,175,0.568,0,41.7,35.6,0,2.18,18.2,7.83,2.7,1.25
998-1,0.082,3.28e-6,1.22e-6,8.78,1.13,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0.105,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0.111,0.324,0,0,0,0,0,0,0,0,0,1.05,0.301,0.142,0,0,0,0,0,0,0,0.6,0.101,0.805,0,0,0.528,0,0,0,0,0,1.49,0.147,0.37,0,0,0,0,0,0,9.1,1.13,0,1.82,1.63,0,2.01,1.93,0.267,0,0
999-1,0.24,9.6e-6,3.56e-6,25.7,0.545,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0.164,0,0,0,0,0.16,0,0,0,0,0,0,0.73,1.62,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0.458,0.593,0,0,0,0,0,0,0,0,0,3.1,0.177,0,0,0,0.481,0,0,0,0,0,2.91,0,0,0.345,0.125,0.197,0.112,0,0,0,0,0.168,0,1.68,0.191,0.091,0,0,0,0,0.155,0.088,0,2.02,2.56,0.401,0,0,0,0,0.059,0.05,0.311,1.06,0.67,1.21,0,0,1.51,0,0,0.081,0,0.077,0.88,0,0.221,0,0,0,0.407,0,4.58,24.6,0.545,0,7.61,8.21,0,1.1,4.61,2.9,0.587,0.107
MC-2,0.393,1.57e-5,5.84e-6,42.1,0.376,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,1.09,0,0.075,0.728,0,0,0,0,0,0,0,0,0,0,0,1.02,3.73,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0.819,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,1.11,0,0,0,0,0,9.27,0,0,0.624,0.151,0.286,0.141,0,0,0,0,0.397,0,1.67,0.198,0.194,0,0,0,0,0.166,0.118,0,3.06,3.55,0.576,0,0,0,0,0.086,0,0.395,0.97,0.427,1.3,0,0,1.24,0,0,0.103,0,0,0.715,0,0.234,0,0,0,3.03,0,8.24,31.8,0.376,0,10,18,0,0.949,4.04,5.57,2.21,0.936
CTABD01,0.161,6.46e-6,2.4e-6,17.3,0.292,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0.359,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.218,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0.424,0,0,0,0,0,4.05,0,0,0.19,0,0,0,0,0,0,0,0.136,0,0.955,0.093,0.079,0,0,0,0,0.071,0.082,0,2.37,0.832,0.429,0,0,0,0,0.055,0,0.093,0.816,0.242,0.946,0,0,0.677,0,0,0,0,0,0.532,0,0,0,0,0,0.372,0,3.54,22.5,0.292,0,4.91,6.6,0,0.532,2.68,1.86,0.348,0.098
CTABD02,0.414,1.66e-5,6.15e-6,44.4,0.268,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0.084,0,0,0,0,0,0,0,0,0.3,0,0,0,0.872,0,0,0.443,0,0,0,0.233,0,0,0.922,0,0,1.2,0,0,0.231,0,0,0,0,0,0,0,0,1,2.83,0.264,0.512,0,0,0,0,0.125,0,0,0,0,0.111,0,0,0,0.468,0,0.481,0,1.13,0.064,0.304,0.407,0,0,0,2.16,0.467,0,0.156,0,0.14,0.133,0,0.143,0,0.142,4.59,1.3,0,0.242,0,1.18,0.113,0,0,0.288,0,6.42,0.128,0,0.252,0.105,0.361,0.091,0,0,0,0,0.186,0,0.947,0.206,0.195,0,0.361,0,0,0.483,0.282,0,2.91,2.23,0.695,0,0,0,0,0.052,0,0.203,0.798,0.258,1.29,0,0,1.15,0,0.126,0.344,0,0,0.465,0,0.205,0,0,0,4.2,0,26.4,27.3,0.268,0,8.31,16.2,0,0.67,3.97,9.68,4.2,1.1
CTABD03,0.0138,5.53e-7,2.05e-7,1.48,0.182,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0.049,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0.241,0.102,0.052,0,0,0,0,0,0,0,0.099,0,0.139,0,0,0.119,0,0,0,0,0,0.19,0,0.068,0,0,0,0,0,0,2.2,0,0,0.468,0.577,0,0.19,0,0.246,0,0
CTAGWT1,0.0545,2.18e-6,8.09e-7,5.84,0.119,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0.205,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.134,0,0,0,0,0,0,0,0,0,0.878,0.109,0,0,0,0.212,0,0,0,0,0,1.28,0,0,0.077,0,0.059,0,0,0,0,0,0.046,0,0.205,0.042,0,0,0.04,0,0,0.064,0.058,0,0.502,0.503,0.144,0,0,0,0,0,0,0.044,0.185,0,0.245,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,5.11,0.119,0,1.6,2.69,0,0,0.245,1.07,0.114,0
CTCAG01,0.0265,1.06e-6,3.94e-7,2.84,0.293,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0.087,0,0,0,0,0,0.802,0,0,0.08,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0.461,0.196,0.101,0,0,0,0,0,0,0,0.189,0,0.2,0,0,0.15,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,4.83,0.293,0,1,1.11,0,0,0.2,0.237,0,0
CTCAG02,0.0122,4.89e-7,1.82e-7,1.31,0.257,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.207,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,1.79,0.257,0,0.39,0.399,0,0.165,0,0.096,0,0
CTCAG03,0.0313,1.25e-6,4.64e-7,3.35,0.457,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0.075,0,0,0,0,0,0,0.098,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0.123,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0.431,0.095,0,0,0,0.103,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.287,0.172,0,0,0,0,0,0,0,0,0.093,0,0.159,0,0,0.135,0,0,0,0,0,0.282,0,0.139,0,0,0,0,0,1.99,2.56,0.457,0,0.599,1.1,0,0.421,0,0.432,0.333,0
CTMALL1,0.0397,1.59e-6,5.89e-7,4.25,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0.139,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.201,0.324,0,0,0,0,0,0,0,0,0.286,0.141,0.243,0,0,0.406,0,0,0,0,0,0.342,0,0,0,0,0,0,0,0,2.69,0.321,0,0.773,1.44,0,0.342,1.08,0.297,0,0
